Record_ID,Hour_of_Day,Road_Type,Weather,Traffic_Density,Speed_Limit,Reported_Severity,NLP_Risk_Flag,Corrected_Severity
8598,23,Urban,Clear,45,40,0,0,0
8599,11,Highway,Rain,49,100,1,1,1
8600,6,Urban,Clear,43,40,0,0,0
8601,16,Highway,Snow,52,100,1,1,1
8602,17,Highway,Clear,93,100,0,0,0
8603,16,Urban,Clear,26,40,0,0,0
8604,1,Highway,Clear,58,100,0,0,0
8605,11,Rural,Clear,42,60,0,0,0
8606,7,Highway,Rain,47,100,0,0,0
8607,1,Urban,Clear,24,40,0,0,0
8608,18,Urban,Clear,65,40,0,0,0
8609,19,Rural,Clear,76,60,0,0,0
8610,0,Rural,Clear,36,60,0,0,0
8611,1,Rural,Rain,36,60,0,0,0
8612,7,Rural,Rain,46,60,0,0,0
8613,11,Rural,Clear,47,60,0,0,0
8614,10,Urban,Rain,85,40,0,0,0
8615,2,Urban,Rain,26,40,0,0,0
8616,23,Urban,Fog,50,40,0,0,0
8617,3,Rural,Fog,50,60,0,0,0
8618,22,Rural,Clear,37,60,0,0,0
8619,16,Rural,Rain,34,60,0,0,0
8620,0,Urban,Clear,24,40,0,0,0
8621,4,Rural,Clear,38,60,0,0,0
8622,15,Urban,Clear,21,40,0,0,0
8623,4,Rural,Snow,42,60,0,0,0
8624,15,Highway,Rain,55,100,0,0,0
8625,5,Highway,Clear,42,100,0,0,0
8626,16,Urban,Clear,20,40,0,0,0
8627,2,Highway,Clear,50,100,0,0,0
8628,5,Urban,Clear,39,40,0,0,0
8629,13,Rural,Rain,24,60,0,0,0
8630,21,Urban,Fog,23,40,0,0,0
8631,16,Highway,Clear,59,100,0,0,0
8632,13,Urban,Rain,31,40,0,0,0
8633,9,Rural,Clear,79,60,0,0,0
8634,5,Urban,Clear,46,40,0,0,0
8635,21,Highway,Fog,46,100,0,0,0
8636,16,Urban,Rain,39,40,0,0,0
8637,6,Rural,Rain,36,60,0,0,0
8638,15,Rural,Clear,40,60,0,0,0
8639,18,Urban,Snow,81,40,0,0,0
8640,8,Urban,Clear,77,40,0,0,0
8641,21,Highway,Clear,38,100,0,0,0
8642,5,Rural,Clear,48,60,0,0,0
8643,7,Highway,Clear,53,100,0,0,0
8644,9,Urban,Clear,62,40,0,0,0
8645,18,Highway,Clear,72,100,0,0,0
8646,9,Highway,Clear,88,100,0,0,0
8647,20,Urban,Rain,24,40,0,0,0
8648,19,Highway,Snow,80,100,0,0,0
8649,21,Highway,Rain,31,100,0,0,0
8650,13,Rural,Clear,50,60,0,0,0
8651,21,Rural,Clear,45,60,0,0,0
8652,15,Rural,Clear,24,60,0,0,0
8653,4,Rural,Rain,20,60,0,0,0
8654,18,Urban,Clear,80,40,0,0,0
8655,22,Urban,Clear,33,40,0,0,0
8656,3,Highway,Rain,48,100,0,1,1
8657,10,Highway,Clear,90,100,0,0,0
8658,6,Urban,Rain,41,40,0,0,0
8659,15,Highway,Clear,45,100,0,0,0
8660,1,Rural,Clear,39,60,0,0,0
8661,8,Urban,Rain,72,40,0,0,0
8662,9,Rural,Clear,62,60,0,0,0
8663,10,Rural,Rain,76,60,0,0,0
8664,18,Urban,Clear,78,40,0,0,0
8665,14,Urban,Clear,50,40,0,0,0
8666,7,Highway,Fog,34,100,0,0,0
8667,2,Highway,Fog,36,100,1,1,1
8668,12,Highway,Snow,59,100,0,1,1
8669,7,Highway,Clear,42,100,0,0,0
8670,18,Highway,Rain,100,100,0,0,0
8671,16,Highway,Clear,47,100,0,0,0
8672,3,Highway,Rain,46,100,1,1,1
8673,7,Urban,Snow,34,40,0,0,0
8674,21,Highway,Snow,44,100,0,0,0
8675,6,Highway,Clear,32,100,0,0,0
8676,20,Urban,Clear,42,40,0,0,0
8677,3,Rural,Clear,30,60,0,0,0
8678,18,Urban,Clear,71,40,0,0,0
8679,22,Rural,Fog,49,60,0,0,0
8680,6,Highway,Clear,52,100,0,0,0
8681,13,Urban,Clear,21,40,0,0,0
8682,10,Rural,Clear,77,60,0,0,0
8683,18,Highway,Rain,96,100,0,0,0
8684,8,Rural,Rain,87,60,0,0,0
8685,18,Rural,Clear,74,60,0,0,0
8686,7,Urban,Fog,20,40,0,0,0
8687,19,Rural,Clear,65,60,0,0,0
8688,15,Urban,Clear,46,40,0,0,0
8689,12,Rural,Clear,40,60,0,0,0
8690,13,Rural,Clear,30,60,0,0,0
8691,18,Rural,Clear,61,60,0,0,0
8692,21,Highway,Clear,40,100,0,0,0
8693,16,Urban,Clear,50,40,0,0,0
8694,5,Highway,Rain,31,100,0,0,0
8695,14,Rural,Clear,34,60,0,0,0
8696,9,Highway,Clear,95,100,0,0,0
8697,14,Highway,Rain,33,100,0,0,0
8698,9,Rural,Fog,60,60,0,0,0
8699,10,Highway,Clear,96,100,0,0,0
8700,19,Highway,Rain,96,100,0,0,0
8701,11,Rural,Fog,35,60,0,0,0
8702,7,Urban,Clear,25,40,0,0,0
8703,9,Rural,Clear,70,60,0,0,0
8704,23,Highway,Clear,38,100,1,1,1
8705,16,Highway,Clear,30,100,0,0,0
8706,21,Urban,Clear,44,40,0,0,0
8707,14,Rural,Clear,37,60,0,0,0
8708,7,Highway,Clear,37,100,0,0,0
8709,3,Highway,Fog,57,100,1,1,1
8710,1,Rural,Rain,22,60,0,0,0
8711,9,Highway,Fog,71,100,0,0,0
8712,12,Rural,Rain,23,60,0,0,0
8713,20,Rural,Clear,35,60,0,0,0
8714,16,Rural,Rain,40,60,0,0,0
8715,20,Urban,Clear,38,40,0,0,0
8716,3,Highway,Rain,33,100,1,1,1
8717,12,Rural,Clear,44,60,0,0,0
8718,6,Rural,Clear,41,60,0,0,0
8719,3,Rural,Fog,36,60,0,0,0
8720,14,Highway,Clear,45,100,0,0,0
8721,8,Rural,Fog,88,60,0,0,0
8722,14,Highway,Fog,54,100,0,0,0
8723,0,Highway,Clear,59,100,0,0,0
8724,6,Urban,Fog,33,40,0,0,0
8725,11,Rural,Clear,41,60,0,0,0
8726,23,Highway,Fog,59,100,1,1,1
8727,11,Urban,Clear,30,40,0,0,0
8728,12,Highway,Clear,60,100,0,0,0
8729,3,Rural,Rain,49,60,0,0,0
8730,10,Rural,Clear,87,60,0,0,0
8731,12,Rural,Clear,36,60,0,0,0
8732,3,Highway,Clear,42,100,1,1,1
8733,7,Urban,Clear,26,40,0,0,0
8734,22,Rural,Clear,25,60,0,0,0
8735,6,Rural,Snow,38,60,0,0,0
8736,6,Urban,Rain,34,40,0,0,0
8737,2,Urban,Clear,42,40,0,0,0
8738,10,Urban,Clear,73,40,0,0,0
8739,0,Rural,Clear,35,60,0,0,0
8740,8,Urban,Clear,82,40,0,0,0
8741,2,Urban,Clear,39,40,0,0,0
8742,15,Urban,Clear,31,40,0,0,0
8743,7,Highway,Clear,31,100,0,0,0
8744,16,Rural,Clear,45,60,0,0,0
8745,23,Rural,Rain,43,60,1,1,1
8746,15,Highway,Clear,39,100,0,0,0
8747,21,Rural,Clear,41,60,0,0,0
8748,1,Urban,Clear,50,40,0,0,0
8749,9,Highway,Clear,89,100,0,0,0
8750,18,Urban,Clear,73,40,0,0,0
8751,12,Urban,Rain,22,40,0,0,0
8752,10,Highway,Clear,76,100,0,0,0
8753,5,Urban,Clear,45,40,0,0,0
8754,17,Urban,Clear,80,40,0,0,0
8755,19,Urban,Rain,88,40,0,0,0
8756,1,Highway,Clear,44,100,1,1,1
8757,11,Urban,Clear,23,40,0,0,0
8758,11,Highway,Clear,41,100,0,0,0
8759,15,Rural,Clear,22,60,0,0,0
8760,2,Rural,Clear,32,60,0,0,0
8761,12,Rural,Fog,42,60,0,0,0
8762,14,Urban,Clear,39,40,0,0,0
8763,11,Rural,Clear,34,60,0,0,0
8764,0,Urban,Clear,39,40,0,0,0
8765,1,Rural,Rain,48,60,0,0,0
8766,21,Highway,Clear,34,100,0,0,0
8767,20,Highway,Clear,41,100,0,0,0
8768,8,Urban,Fog,68,40,0,0,0
8769,8,Urban,Rain,77,40,0,0,0
8770,23,Highway,Clear,57,100,1,1,1
8771,5,Urban,Clear,45,40,0,0,0
8772,17,Rural,Clear,77,60,0,0,0
8773,23,Urban,Clear,35,40,0,0,0
8774,3,Urban,Rain,49,40,0,0,0
8775,1,Highway,Clear,31,100,0,1,1
8776,19,Urban,Rain,63,40,0,0,0
8777,6,Urban,Clear,47,40,0,0,0
8778,15,Rural,Fog,21,60,0,0,0
8779,23,Urban,Clear,28,40,0,0,0
8780,22,Urban,Clear,45,40,0,0,0
8781,19,Rural,Clear,66,60,0,0,0
8782,22,Urban,Clear,25,40,0,0,0
8783,20,Highway,Clear,55,100,0,0,0
8784,23,Highway,Clear,32,100,0,0,0
8785,10,Rural,Clear,61,60,0,0,0
8786,8,Urban,Clear,82,40,0,0,0
8787,23,Highway,Rain,36,100,0,1,1
8788,4,Highway,Clear,31,100,0,0,0
8789,10,Rural,Rain,81,60,0,0,0
8790,9,Highway,Clear,92,100,0,0,0
8791,7,Rural,Rain,28,60,0,0,0
8792,0,Urban,Clear,26,40,0,0,0
8793,9,Urban,Clear,79,40,0,0,0
8794,11,Highway,Clear,51,100,0,0,0
8795,6,Urban,Fog,23,40,0,0,0
8796,13,Rural,Clear,26,60,0,0,0
8797,3,Highway,Rain,36,100,1,1,1
8798,16,Highway,Snow,49,100,0,0,0
8799,21,Urban,Rain,30,40,0,0,0
8800,10,Highway,Clear,89,100,0,0,0
8801,6,Urban,Clear,45,40,0,0,0
8802,7,Rural,Fog,36,60,0,0,0
8803,23,Urban,Clear,50,40,0,0,0
8804,8,Urban,Clear,67,40,0,0,0
8805,19,Highway,Rain,76,100,0,0,0
8806,6,Highway,Clear,43,100,0,0,0
8807,0,Rural,Rain,45,60,0,0,0
8808,5,Highway,Clear,52,100,0,0,0
8809,5,Urban,Clear,33,40,0,0,0
8810,12,Highway,Clear,37,100,0,0,0
8811,18,Highway,Rain,77,100,1,1,1
8812,14,Urban,Rain,22,40,0,0,0
8813,1,Urban,Clear,21,40,0,0,0
8814,16,Urban,Rain,42,40,0,0,0
8815,1,Rural,Clear,34,60,0,0,0
8816,21,Urban,Clear,24,40,0,0,0
8817,8,Highway,Rain,86,100,0,0,0
8818,11,Urban,Clear,41,40,0,0,0
8819,5,Urban,Clear,21,40,0,0,0
8820,5,Rural,Clear,20,60,0,0,0
8821,18,Highway,Clear,98,100,0,0,0
8822,5,Urban,Clear,29,40,0,0,0
8823,2,Rural,Clear,47,60,0,0,0
8824,18,Rural,Snow,83,60,0,0,0
8825,16,Highway,Rain,34,100,0,0,0
8826,17,Highway,Clear,100,100,0,0,0
8827,7,Highway,Rain,31,100,0,0,0
8828,5,Highway,Clear,42,100,0,0,0
8829,8,Urban,Rain,83,40,0,0,0
8830,19,Rural,Rain,82,60,0,0,0
8831,3,Highway,Clear,54,100,0,1,1
8832,20,Rural,Clear,37,60,0,0,0
8833,22,Highway,Snow,57,100,0,1,1
8834,6,Highway,Rain,48,100,0,0,0
8835,15,Highway,Clear,32,100,0,0,0
8836,18,Rural,Fog,66,60,0,0,0
8837,7,Rural,Clear,44,60,0,0,0
8838,8,Rural,Clear,83,60,0,0,0
8839,20,Highway,Clear,60,100,0,0,0
8840,15,Rural,Clear,38,60,0,0,0
8841,16,Rural,Clear,26,60,0,0,0
8842,20,Highway,Snow,44,100,0,0,0
8843,2,Urban,Clear,43,40,0,0,0
8844,2,Highway,Clear,33,100,1,1,1
8845,15,Urban,Clear,21,40,0,0,0
8846,15,Urban,Rain,44,40,0,0,0
8847,2,Rural,Clear,26,60,0,0,0
8848,15,Rural,Rain,36,60,0,0,0
8849,5,Highway,Clear,54,100,0,0,0
8850,1,Urban,Clear,24,40,0,0,0
8851,8,Urban,Clear,87,40,0,0,0
8852,20,Urban,Rain,48,40,0,0,0
8853,10,Highway,Clear,100,100,0,0,0
8854,2,Rural,Fog,46,60,0,0,0
8855,20,Highway,Fog,56,100,0,0,0
8856,17,Rural,Clear,70,60,0,0,0
8857,15,Rural,Rain,46,60,0,0,0
8858,2,Highway,Clear,49,100,1,1,1
8859,2,Urban,Clear,43,40,0,0,0
8860,6,Rural,Clear,20,60,0,0,0
8861,18,Rural,Clear,83,60,0,0,0
8862,7,Rural,Clear,31,60,0,0,0
8863,2,Rural,Clear,42,60,0,0,0
8864,4,Urban,Clear,46,40,0,0,0
8865,19,Urban,Clear,79,40,0,0,0
8866,9,Highway,Snow,79,100,0,0,0
8867,0,Highway,Clear,46,100,0,0,0
8868,21,Rural,Clear,32,60,0,0,0
8869,16,Highway,Clear,44,100,0,0,0
8870,11,Rural,Clear,30,60,0,0,0
8871,0,Highway,Clear,46,100,1,1,1
8872,14,Rural,Fog,45,60,0,0,0
8873,5,Urban,Clear,43,40,0,0,0
8874,0,Highway,Clear,47,100,1,1,1
8875,23,Urban,Clear,26,40,0,0,0
8876,18,Urban,Clear,65,40,0,0,0
8877,13,Rural,Clear,49,60,0,0,0
8878,20,Highway,Clear,41,100,0,0,0
8879,23,Urban,Snow,32,40,0,0,0
8880,7,Urban,Clear,24,40,0,0,0
8881,5,Highway,Clear,56,100,0,0,0
8882,7,Urban,Clear,50,40,0,0,0
8883,15,Highway,Rain,55,100,0,0,0
8884,0,Rural,Clear,33,60,0,0,0
8885,15,Highway,Clear,34,100,0,0,0
8886,15,Urban,Clear,41,40,0,0,0
8887,18,Urban,Fog,65,40,0,0,0
8888,4,Highway,Fog,58,100,1,1,1
8889,17,Highway,Snow,90,100,0,0,0
8890,2,Highway,Clear,36,100,0,1,1
8891,6,Highway,Clear,37,100,0,0,0
8892,23,Rural,Fog,25,60,0,0,0
8893,0,Urban,Clear,33,40,0,0,0
8894,11,Highway,Snow,33,100,0,0,0
8895,21,Rural,Clear,21,60,0,0,0
8896,18,Rural,Clear,77,60,0,0,0
8897,8,Urban,Clear,88,40,0,0,0
8898,16,Highway,Clear,57,100,0,0,0
8899,1,Highway,Clear,36,100,1,1,1
8900,23,Highway,Clear,53,100,0,0,0
8901,3,Highway,Clear,51,100,0,0,0
8902,23,Highway,Clear,39,100,0,0,0
8903,15,Rural,Clear,43,60,0,0,0
8904,2,Highway,Clear,39,100,1,1,1
8905,20,Rural,Clear,47,60,0,0,0
8906,18,Highway,Clear,73,100,0,0,0
8907,18,Highway,Clear,89,100,0,0,0
8908,22,Highway,Rain,43,100,1,1,1
8909,14,Highway,Rain,48,100,0,0,0
8910,1,Rural,Fog,21,60,0,0,0
8911,19,Rural,Rain,71,60,0,0,0
8912,4,Rural,Rain,21,60,0,0,0
8913,10,Rural,Rain,82,60,0,0,0
8914,3,Highway,Clear,60,100,1,1,1
8915,7,Urban,Clear,49,40,0,0,0
8916,21,Rural,Rain,31,60,0,0,0
8917,13,Rural,Fog,46,60,0,0,0
8918,7,Rural,Clear,36,60,0,0,0
8919,6,Highway,Rain,34,100,0,0,0
8920,15,Rural,Clear,43,60,0,0,0
8921,2,Rural,Fog,41,60,0,0,0
8922,11,Highway,Snow,57,100,0,0,0
8923,2,Urban,Fog,35,40,0,0,0
8924,16,Rural,Clear,50,60,0,0,0
8925,22,Rural,Clear,37,60,0,0,0
8926,19,Urban,Clear,90,40,0,0,0
8927,4,Rural,Clear,44,60,0,0,0
8928,11,Urban,Clear,25,40,0,0,0
8929,21,Highway,Fog,46,100,0,1,1
8930,5,Urban,Clear,21,40,0,0,0
8931,20,Highway,Fog,49,100,1,1,1
8932,9,Rural,Clear,73,60,0,0,0
8933,3,Urban,Snow,33,40,0,0,0
8934,14,Highway,Clear,36,100,0,0,0
8935,10,Rural,Rain,87,60,0,0,0
8936,3,Highway,Clear,57,100,0,0,0
8937,9,Rural,Clear,78,60,0,0,0
8938,18,Highway,Clear,76,100,0,0,0
8939,18,Urban,Rain,63,40,0,0,0
8940,8,Rural,Rain,89,60,0,0,0
8941,23,Urban,Clear,50,40,0,0,0
8942,8,Rural,Clear,79,60,0,0,0
8943,4,Urban,Clear,34,40,0,0,0
8944,7,Rural,Rain,43,60,0,0,0
8945,2,Highway,Clear,37,100,1,1,1
8946,5,Rural,Clear,32,60,0,0,0
8947,7,Urban,Clear,33,40,0,0,0
8948,10,Urban,Rain,83,40,0,0,0
8949,6,Highway,Clear,52,100,0,0,0
8950,10,Urban,Clear,85,40,0,0,0
8951,21,Rural,Clear,32,60,0,0,0
8952,6,Highway,Clear,32,100,0,0,0
8953,17,Rural,Clear,80,60,0,0,0
8954,21,Highway,Rain,52,100,0,0,0
8955,13,Highway,Fog,36,100,0,0,0
8956,13,Rural,Fog,24,60,0,0,0
8957,0,Rural,Rain,21,60,0,0,0
8958,5,Rural,Clear,27,60,0,0,0
8959,10,Urban,Clear,76,40,0,0,0
8960,0,Rural,Clear,36,60,0,0,0
8961,23,Rural,Rain,43,60,0,0,0
8962,9,Rural,Clear,69,60,0,0,0
8963,2,Highway,Snow,49,100,1,1,1
8964,10,Highway,Clear,96,100,0,0,0
8965,19,Rural,Clear,84,60,0,0,0
8966,15,Highway,Rain,49,100,0,0,0
8967,23,Rural,Clear,27,60,0,0,0
8968,2,Rural,Clear,33,60,0,0,0
8969,16,Rural,Rain,30,60,0,0,0
8970,5,Highway,Clear,30,100,0,0,0
8971,23,Urban,Clear,44,40,0,0,0
8972,9,Urban,Fog,62,40,0,0,0
8973,6,Rural,Clear,47,60,0,0,0
8974,17,Highway,Clear,76,100,0,0,0
8975,0,Rural,Clear,49,60,0,0,0
8976,23,Highway,Fog,46,100,1,1,1
8977,13,Highway,Rain,53,100,0,0,0
8978,1,Urban,Clear,39,40,0,0,0
8979,12,Rural,Rain,44,60,0,0,0
8980,3,Highway,Fog,30,100,0,1,1
8981,1,Highway,Rain,45,100,1,1,1
8982,2,Urban,Clear,31,40,0,0,0
8983,11,Highway,Clear,33,100,0,0,0
8984,12,Highway,Rain,59,100,0,0,0
8985,11,Urban,Rain,37,40,0,0,0
8986,6,Urban,Clear,28,40,0,0,0
8987,18,Rural,Rain,83,60,0,0,0
8988,2,Urban,Clear,41,40,0,0,0
8989,11,Urban,Rain,32,40,0,0,0
8990,0,Highway,Clear,31,100,0,0,0
8991,5,Highway,Clear,60,100,0,0,0
8992,6,Highway,Clear,53,100,0,0,0
8993,13,Rural,Clear,22,60,0,0,0
8994,16,Rural,Rain,40,60,0,0,0
8995,5,Highway,Rain,47,100,0,0,0
8996,4,Highway,Rain,39,100,1,1,1
8997,1,Urban,Clear,30,40,0,0,0
8998,4,Rural,Clear,48,60,0,0,0
8999,16,Highway,Rain,48,100,0,1,1
9000,20,Urban,Rain,39,40,0,0,0
9001,12,Highway,Clear,56,100,0,0,0
9002,0,Rural,Clear,37,60,0,0,0
9003,10,Urban,Clear,62,40,0,0,0
9004,11,Urban,Clear,50,40,0,0,0
9005,1,Urban,Fog,46,40,0,0,0
9006,0,Rural,Rain,39,60,0,0,0
9007,3,Highway,Clear,35,100,1,1,1
9008,19,Urban,Snow,60,40,0,0,0
9009,8,Rural,Clear,60,60,0,0,0
9010,11,Urban,Rain,30,40,0,0,0
9011,1,Highway,Rain,39,100,1,1,1
9012,19,Urban,Fog,62,40,0,0,0
9013,22,Rural,Clear,24,60,0,0,0
9014,22,Highway,Clear,57,100,0,0,0
9015,14,Highway,Rain,30,100,0,0,0
9016,17,Rural,Clear,87,60,0,0,0
9017,23,Urban,Rain,22,40,0,0,0
9018,15,Rural,Clear,21,60,0,0,0
9019,9,Urban,Clear,74,40,0,0,0
9020,20,Rural,Rain,20,60,0,0,0
9021,16,Highway,Rain,34,100,0,0,0
9022,15,Urban,Clear,23,40,0,0,0
9023,18,Highway,Fog,84,100,0,0,0
9024,21,Urban,Clear,42,40,0,0,0
9025,4,Highway,Clear,34,100,0,0,0
9026,1,Highway,Clear,41,100,0,0,0
9027,21,Rural,Rain,38,60,0,0,0
9028,18,Urban,Clear,62,40,0,0,0
9029,1,Highway,Clear,34,100,0,1,1
9030,20,Rural,Snow,30,60,0,0,0
9031,12,Urban,Fog,24,40,0,0,0
9032,21,Highway,Clear,48,100,0,0,0
9033,20,Highway,Clear,34,100,0,0,0
9034,0,Highway,Rain,50,100,1,1,1
9035,5,Urban,Clear,50,40,0,0,0
9036,14,Urban,Fog,30,40,0,0,0
9037,14,Urban,Clear,31,40,0,0,0
9038,5,Rural,Clear,48,60,0,0,0
9039,5,Urban,Rain,50,40,0,0,0
9040,19,Highway,Clear,92,100,0,0,0
9041,7,Highway,Clear,58,100,0,0,0
9042,11,Urban,Clear,31,40,0,0,0
9043,21,Rural,Clear,36,60,0,0,0
9044,10,Urban,Clear,75,40,0,0,0
9045,19,Highway,Rain,84,100,0,0,0
9046,13,Highway,Rain,59,100,0,0,0
9047,7,Rural,Rain,20,60,0,0,0
9048,15,Highway,Rain,45,100,0,0,0
9049,23,Rural,Clear,27,60,0,0,0
9050,8,Urban,Clear,90,40,0,0,0
9051,13,Rural,Clear,45,60,0,0,0
9052,6,Urban,Clear,33,40,0,0,0
9053,4,Urban,Clear,23,40,0,0,0
9054,2,Rural,Fog,50,60,0,0,0
9055,7,Urban,Clear,33,40,0,0,0
9056,6,Rural,Clear,24,60,0,0,0
9057,2,Highway,Clear,34,100,1,1,1
9058,13,Rural,Clear,31,60,0,0,0
9059,19,Urban,Rain,79,40,0,0,0
9060,17,Highway,Clear,83,100,0,0,0
9061,13,Urban,Rain,43,40,0,0,0
9062,3,Highway,Rain,49,100,1,1,1
9063,15,Rural,Snow,41,60,0,0,0
9064,6,Urban,Clear,22,40,0,0,0
9065,5,Highway,Clear,55,100,0,0,0
9066,17,Urban,Clear,85,40,0,0,0
9067,17,Highway,Clear,97,100,0,0,0
9068,23,Urban,Clear,26,40,0,0,0
9069,1,Urban,Clear,47,40,0,0,0
9070,9,Rural,Clear,76,60,0,0,0
9071,22,Highway,Clear,31,100,0,0,0
9072,2,Urban,Clear,35,40,0,0,0
9073,15,Rural,Clear,35,60,0,0,0
9074,8,Rural,Clear,69,60,0,0,0
9075,17,Rural,Rain,68,60,0,0,0
9076,10,Urban,Clear,83,40,0,0,0
9077,17,Rural,Clear,72,60,0,0,0
9078,20,Urban,Rain,28,40,0,0,0
9079,17,Highway,Clear,75,100,0,0,0
9080,19,Highway,Clear,80,100,0,0,0
9081,1,Urban,Clear,41,40,0,0,0
9082,19,Urban,Clear,61,40,0,0,0
9083,17,Rural,Clear,62,60,0,0,0
9084,23,Urban,Clear,42,40,0,0,0
9085,14,Rural,Snow,38,60,0,0,0
9086,20,Urban,Fog,48,40,0,0,0
9087,10,Rural,Clear,61,60,0,0,0
9088,10,Rural,Rain,65,60,0,0,0
9089,13,Rural,Clear,45,60,0,0,0
9090,16,Urban,Snow,27,40,0,0,0
9091,13,Rural,Clear,37,60,0,0,0
9092,8,Rural,Rain,87,60,0,0,0
9093,4,Urban,Rain,45,40,0,0,0
9094,20,Urban,Clear,46,40,0,0,0
9095,21,Rural,Clear,24,60,0,0,0
9096,5,Highway,Clear,30,100,0,0,0
9097,20,Rural,Clear,48,60,0,0,0
9098,14,Highway,Clear,38,100,0,0,0
9099,0,Urban,Clear,47,40,0,0,0
9100,10,Urban,Rain,84,40,0,0,0
9101,12,Rural,Rain,38,60,0,0,0
9102,11,Highway,Rain,53,100,0,0,0
9103,1,Urban,Clear,32,40,0,0,0
9104,11,Urban,Fog,22,40,0,0,0
9105,20,Highway,Rain,45,100,1,1,1
9106,8,Highway,Clear,85,100,0,0,0
9107,6,Urban,Rain,20,40,0,0,0
9108,10,Urban,Clear,79,40,0,0,0
9109,11,Rural,Clear,43,60,0,0,0
9110,12,Highway,Clear,50,100,0,0,0
9111,3,Urban,Snow,26,40,0,0,0
9112,10,Rural,Rain,67,60,0,0,0
9113,11,Rural,Clear,45,60,0,0,0
9114,17,Rural,Rain,78,60,0,0,0
9115,18,Highway,Rain,94,100,0,0,0
9116,16,Highway,Clear,54,100,0,0,0
9117,21,Rural,Rain,22,60,0,0,0
9118,2,Highway,Rain,53,100,1,1,1
9119,3,Rural,Fog,30,60,0,0,0
9120,5,Rural,Clear,45,60,0,0,0
9121,8,Rural,Fog,76,60,0,0,0
9122,13,Highway,Clear,30,100,0,0,0
9123,9,Urban,Clear,61,40,0,0,0
9124,19,Rural,Rain,85,60,0,0,0
9125,15,Urban,Rain,26,40,0,0,0
9126,18,Urban,Clear,81,40,0,0,0
9127,14,Rural,Clear,42,60,0,0,0
9128,1,Urban,Rain,23,40,0,0,0
9129,6,Rural,Clear,38,60,0,0,0
9130,13,Highway,Rain,55,100,0,0,0
9131,2,Highway,Clear,52,100,0,0,0
9132,16,Highway,Fog,43,100,0,0,0
9133,2,Highway,Rain,56,100,1,1,1
9134,23,Urban,Fog,36,40,0,0,0
9135,3,Urban,Clear,32,40,0,0,0
9136,3,Rural,Clear,46,60,0,0,0
9137,20,Urban,Fog,29,40,0,0,0
9138,11,Urban,Clear,39,40,0,0,0
9139,21,Highway,Rain,54,100,0,0,0
9140,0,Highway,Clear,58,100,0,0,0
9141,8,Rural,Clear,69,60,0,0,0
9142,0,Urban,Clear,24,40,0,0,0
9143,10,Highway,Clear,91,100,0,0,0
9144,20,Urban,Rain,25,40,0,0,0
9145,5,Rural,Rain,25,60,0,0,0
9146,22,Highway,Snow,42,100,1,1,1
9147,12,Urban,Clear,36,40,0,0,0
9148,12,Rural,Clear,46,60,0,0,0
9149,9,Urban,Rain,74,40,0,0,0
9150,1,Highway,Clear,35,100,0,1,1
9151,22,Highway,Clear,51,100,0,0,0
9152,9,Urban,Clear,64,40,0,0,0
9153,17,Urban,Clear,66,40,0,0,0
9154,21,Rural,Fog,32,60,0,0,0
9155,9,Highway,Clear,81,100,0,0,0
9156,2,Rural,Clear,37,60,0,0,0
9157,1,Urban,Clear,25,40,0,0,0
9158,22,Urban,Clear,25,40,0,0,0
9159,7,Highway,Clear,47,100,0,0,0
9160,5,Highway,Clear,37,100,0,0,0
9161,6,Urban,Clear,33,40,0,0,0
9162,22,Highway,Clear,33,100,0,0,0
9163,17,Rural,Rain,69,60,0,0,0
9164,1,Urban,Clear,49,40,0,0,0
9165,2,Highway,Rain,37,100,1,1,1
9166,2,Rural,Fog,46,60,0,0,0
9167,23,Urban,Clear,40,40,0,0,0
9168,17,Rural,Rain,87,60,0,0,0
9169,10,Highway,Rain,78,100,0,0,0
9170,14,Rural,Clear,28,60,0,0,0
9171,9,Highway,Rain,95,100,0,0,0
9172,9,Urban,Clear,66,40,0,0,0
9173,15,Highway,Clear,51,100,0,0,0
9174,1,Highway,Clear,33,100,1,1,1
9175,6,Rural,Clear,20,60,0,0,0
9176,13,Highway,Clear,31,100,0,0,0
9177,5,Urban,Clear,38,40,0,0,0
9178,16,Highway,Fog,41,100,1,1,1
9179,23,Rural,Clear,36,60,0,0,0
9180,9,Rural,Clear,84,60,0,0,0
9181,12,Rural,Fog,38,60,0,0,0
9182,16,Highway,Fog,34,100,0,0,0
9183,19,Urban,Fog,73,40,0,0,0
9184,2,Urban,Rain,49,40,0,0,0
9185,17,Highway,Rain,79,100,0,1,1
9186,23,Highway,Clear,34,100,1,1,1
9187,1,Highway,Rain,54,100,1,1,1
9188,12,Highway,Clear,59,100,0,0,0
9189,23,Rural,Rain,44,60,0,0,0
9190,23,Urban,Clear,48,40,0,0,0
9191,23,Rural,Clear,27,60,0,0,0
9192,22,Rural,Clear,25,60,0,0,0
9193,3,Highway,Clear,42,100,0,0,0
9194,1,Rural,Clear,30,60,0,0,0
9195,0,Rural,Clear,38,60,0,0,0
9196,11,Highway,Fog,36,100,0,0,0
9197,20,Urban,Clear,49,40,0,0,0
9198,21,Rural,Rain,28,60,0,0,0
9199,19,Urban,Snow,67,40,0,0,0
9200,13,Urban,Clear,32,40,0,0,0
9201,17,Highway,Clear,89,100,0,0,0
9202,4,Rural,Clear,21,60,0,0,0
